[2025-03-03 13:25:04] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-03 13:25:04] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-03 13:25:04] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-03 13:25:05] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-03 13:25:05] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-03 13:25:05] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-03 13:25:06] [class-ss-setup-task.php:33] Creating archive directory: E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741008304\
[2025-03-03 13:25:06] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/wordpress_sites/
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/admin.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai-admin.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai-admin.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai-admin.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai-gutenberg.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai-layout.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai-layout.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai-media-library.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai-media-library.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai-unify-product-images.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai-unify-product-images.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai-unify-product-images.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/ai.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/alert.42cc1d522ef5c60bf874.bundle.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/alert.b696182ec6f18a35bc69.bundle.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/announcements-app.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/announcements-app.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/announcements-app.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/app-loader.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/app-loader.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/app-packages.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/app-packages.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/app-packages.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/app.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/app.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/app.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/atomic-widgets-editor.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/atomic-widgets-editor.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/beta-tester.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/beta-tester.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/c4dcba54ff9219690f00.bundle.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/cf70912a0f34653ad242.bundle.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/checklist.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/checklist.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/checklist.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/common-modules.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/common-modules.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/common.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/common.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/common.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/contact-buttons.7c9983ed0d4964b951c2.bundle.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/contact-buttons.c21325756a91b795f8e4.bundle.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/container-converter.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/container-converter.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/container.0754914e4611dc659a50.bundle.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/container.cb1e834c5aad68e9c908.bundle.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/counter.12335f45aaa79d244f24.bundle.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/counter.f359dee9199f5aad06c6.bundle.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/dev-tools.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/dev-tools.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/e-home-screen.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/e-home-screen.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/e-react-promotions.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/e-react-promotions.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/e-wc-product-editor.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/e-wc-product-editor.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/e-wc-product-editor.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/e5d6feb1b1d6cf52126f.bundle.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/editor-document.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/editor-document.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/editor-environment-v2.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/editor-environment-v2.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/editor-loader-v1.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/editor-loader-v1.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/editor-loader-v2.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/editor-loader-v2.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/editor-modules.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/editor-modules.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/editor-modules.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/editor-notifications.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/editor-notifications.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/editor-notifications.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/editor.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/editor.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/element-manager-admin.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/floating-bars.7efeeb8b098e55999ff1.bundle.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/floating-bars.c1e9838906b386709cd4.bundle.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/floating-elements-modal.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/floating-elements-modal.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/frontend-modules.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/frontend-modules.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/frontend.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/frontend.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/gutenberg.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/gutenberg.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/image-carousel.1a3e0c6222562304eed5.bundle.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/image-carousel.6167d20b95b33386757b.bundle.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/import-export-admin.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/import-export-admin.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/kit-library.09cb71ec3fbb128f4e25.bundle.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/kit-library.b0f0ab89c95fe1f6fde3.bundle.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/lightbox.74688eb10c7852662847.bundle.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/lightbox.f3fa607b705962362647.bundle.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/media-hints.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/media-hints.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/nested-accordion.a0f28ea648b29da812a1.bundle.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/nested-accordion.c546968f7aebebc356f2.bundle.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/nested-accordion.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/nested-accordion.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/nested-elements.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/nested-elements.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/nested-tabs.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/nested-tabs.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.967db65f6ba460c1f2e9.bundle.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.fc9d01c2cd0ef46d20fd.bundle.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/new-template.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/new-template.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/notes.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/notes.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/onboarding.120a44527e5a7209a8e4.bundle.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/onboarding.cb1850dab52d5cd9ce5b.bundle.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/packages/editor/editor.asset.php
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/packages/editor/editor.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.asset.php
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.strings.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/packages/editor-canvas/editor-canvas.asset.php
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/packages/editor-canvas/editor-canvas.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/packages/editor-canvas/editor-canvas.js.LICENSE.txt
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/packages/editor-canvas/editor-canvas.min.js
[2025-03-03 13:25:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/packages/editor-canvas/editor-canvas.min.js.LICENSE.txt
