[2025-03-04 05:26:50] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-04 05:26:50] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-04 05:26:50] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-04 05:26:50] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-04 05:26:50] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-04 05:26:50] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-04 05:26:51] [class-ss-setup-task.php:33] Creating archive directory: E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010\
[2025-03-04 05:26:51] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/wordpress_sites/
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?simply_static_page=1914
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:103] Filesize: 3303 bytes
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f284c439-L7Xpxi.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:04] [class-ss-page.php:119] Checking Content Identical:51627109dea8c9f26708227de2ea6c0dd1f0417f===. Value: FALSE
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js
[2025-03-04 05:27:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:694; Total: 834
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f285811d-rhMJuh.tmp
[2025-03-04 05:27:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js?simply_static_page=1915
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js?simply_static_page=1915
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:103] Filesize: 49904 bytes
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f285811d-rhMJuh.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:04] [class-ss-page.php:119] Checking Content Identical:3df3a7642cbe13bdbae85cc6c140cc075e77244a===. Value: FALSE
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js
[2025-03-04 05:27:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:693; Total: 834
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f28616ce-QkRkkD.tmp
[2025-03-04 05:27:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js?simply_static_page=1916
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js?simply_static_page=1916
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:103] Filesize: 15347 bytes
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f28616ce-QkRkkD.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:04] [class-ss-page.php:119] Checking Content Identical:31cd1d49c8c1a67f149483b2f2800b2344e6a9a7===. Value: FALSE
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.css
[2025-03-04 05:27:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:692; Total: 834
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f28679b7-T2R94N.tmp
[2025-03-04 05:27:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.css?simply_static_page=1917
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.css?simply_static_page=1917
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:103] Filesize: 17494 bytes
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.css
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f28679b7-T2R94N.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.css
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:04] [class-ss-page.php:119] Checking Content Identical:d7948e05458575a156bd0b11e2871575c9f9dcef===. Value: FALSE
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.min.css
[2025-03-04 05:27:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:691; Total: 834
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f287d351-TyqMAK.tmp
[2025-03-04 05:27:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.min.css?simply_static_page=1918
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.min.css?simply_static_page=1918
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:103] Filesize: 14773 bytes
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.min.css
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f287d351-TyqMAK.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.min.css
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:04] [class-ss-page.php:119] Checking Content Identical:915cc71a6d35adad5d57287ea5a8db357c7feffe===. Value: FALSE
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.js
[2025-03-04 05:27:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:690; Total: 834
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f28927c6-FRK9zz.tmp
[2025-03-04 05:27:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.js?simply_static_page=1919
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.js?simply_static_page=1919
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:103] Filesize: 166531 bytes
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.js
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f28927c6-FRK9zz.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.js
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:04] [class-ss-page.php:119] Checking Content Identical:6578a76db4c8a61d3db5e6bbeb98eedc56e5c87d===. Value: FALSE
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js
[2025-03-04 05:27:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:689; Total: 834
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f28977c0-5i1vVv.tmp
[2025-03-04 05:27:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js?simply_static_page=1920
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js?simply_static_page=1920
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:103] Filesize: 76001 bytes
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f28977c0-5i1vVv.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:04] [class-ss-page.php:119] Checking Content Identical:8262a0b66cc08f003335a52c844f07009b481ea1===. Value: FALSE
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css
[2025-03-04 05:27:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:688; Total: 834
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f289eab1-OTEjyJ.tmp
[2025-03-04 05:27:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css?simply_static_page=1921
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css?simply_static_page=1921
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:103] Filesize: 24342 bytes
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f289eab1-OTEjyJ.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:155] Adding 5 URLs to the queue
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:04] [class-ss-page.php:119] Checking Content Identical:b4f132ff1f7d1ba84327e5e6947f17e2d3687c42===. Value: FALSE
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css
[2025-03-04 05:27:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:687; Total: 834
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f28bb6fb-ee1oPr.tmp
[2025-03-04 05:27:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?simply_static_page=1922
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?simply_static_page=1922
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:103] Filesize: 20060 bytes
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f28bb6fb-ee1oPr.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:155] Adding 5 URLs to the queue
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:04] [class-ss-page.php:119] Checking Content Identical:12c3e4ddaa8f1207996f5c28afe1c49fb9475a18===. Value: FALSE
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2025-03-04 05:27:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:686; Total: 834
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f28d28ba-Obx7Cm.tmp
[2025-03-04 05:27:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/eicons.json?simply_static_page=1923
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/eicons.json?simply_static_page=1923
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:103] Filesize: 432075 bytes
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f28d28ba-Obx7Cm.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:04] [class-ss-page.php:119] Checking Content Identical:8abb7f53e73bd81c93ac1751d3328a1b10dff945===. Value: FALSE
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2025-03-04 05:27:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:685; Total: 834
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f28dfc6f-Xwestr.tmp
[2025-03-04 05:27:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?simply_static_page=1924
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?simply_static_page=1924
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:103] Filesize: 221440 bytes
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/vnd.ms-fontobject
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f28dfc6f-Xwestr.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:04] [class-ss-page.php:119] Checking Content Identical:6860da1e867a383abff91e88aedf49843612f735===. Value: FALSE
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2025-03-04 05:27:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:684; Total: 834
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f28e98fc-Xp49TS.tmp
[2025-03-04 05:27:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?simply_static_page=1925
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?simply_static_page=1925
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:103] Filesize: 334890 bytes
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2025-03-04 05:27:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f28e98fc-Xp49TS.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2025-03-04 05:27:04] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:05] [class-ss-page.php:119] Checking Content Identical:bb208bc08757a86804faf7ffc51e97fed51c7048===. Value: FALSE
[2025-03-04 05:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2025-03-04 05:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:683; Total: 834
[2025-03-04 05:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f2913738-7BY2qr.tmp
[2025-03-04 05:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?simply_static_page=1926
[2025-03-04 05:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?simply_static_page=1926
[2025-03-04 05:27:05] [class-ss-url-fetcher.php:103] Filesize: 221280 bytes
[2025-03-04 05:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/ttf
[2025-03-04 05:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2025-03-04 05:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f2913738-7BY2qr.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2025-03-04 05:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:05] [class-ss-page.php:119] Checking Content Identical:1c25428bf0c335c2b7d0405861171c7d214daafa===. Value: FALSE
[2025-03-04 05:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff
[2025-03-04 05:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:682; Total: 834
[2025-03-04 05:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f291fa5c-s4ihgd.tmp
[2025-03-04 05:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?simply_static_page=1927
[2025-03-04 05:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?simply_static_page=1927
[2025-03-04 05:27:05] [class-ss-url-fetcher.php:103] Filesize: 120532 bytes
[2025-03-04 05:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff
[2025-03-04 05:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff
[2025-03-04 05:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f291fa5c-s4ihgd.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff
